participant,stimulus,response,rating
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,0,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,1,2
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,1,1,3
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,0,1,3
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,1,0,1
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,1,1,4
sim02_d1.5_meta1.5_r4_n400,0,0,3
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim02_d1.5_meta1.5_r4_n400,1,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,1
sim02_d1.5_meta1.5_r4_n400,0,0,4
sim02_d1.5_meta1.5_r4_n400,0,0,2
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,1,1,2
sim02_d1.5_meta1.5_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,1,3
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,0,1,2
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,0,2
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,1,0,2
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,1,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,0,2
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,1,2
sim03_d2.0_meta2.0_r4_n400,1,0,2
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,1,2
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,0,1,2
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,1
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,3
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,2
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,0,1,3
sim03_d2.0_meta2.0_r4_n400,0,1,3
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,1,1,4
sim03_d2.0_meta2.0_r4_n400,1,1,1
sim03_d2.0_meta2.0_r4_n400,0,0,3
sim03_d2.0_meta2.0_r4_n400,0,0,4
sim03_d2.0_meta2.0_r4_n400,1,1,1
